ID bloco	Classificação Spider	Id enunciado	Base/paráfrase	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Domínio/valor/genérica	Comentários	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional (português)	Revisão do SQL (Sara)	Revisado_1	Classificação nível eventos/casos	Classificação projeção	Classificação filtro	Classificação geral	relevância	wh-question	Revisão_1-Thais	Ambiguo	Comentário
169	no_hardness	1392	paráfrase			Preciso saber em quantas declarações executadas e finalizadas em de 2 de março de 2018, cada uma das diferentes ações de processamento foram realizadas.	I need to know in how many declarations performed and ended on March 2, 2018 each of the different processing actions were performed.	Domínio														
																						
170	no_hardness	1393	base	 	 	Quantos casos iniciaram com um atividade cujo rótulo inicia com a palavra 'permissão'?	How many cases started with an activity whose label starts with the word 'permit'?	Valor		SELECT COUNT(idcase) FROM (SELECT idcase, activity, MIN(timestamp) FROM events_log  GROUP BY idcase) AS e1 WHERE e1.activity LIKE 'Permit%'	SELECT COUNT(idcase) FROM (SELECT idcase, activity, MIN(timestamp) FROM events_log  GROUP BY idcase) AS e1 WHERE e1.activity LIKE '%permissão%'	ok	S	casos	agregado	atividade	estatística descritiva sobre fluxo de controle	3	how	S	N	
170	no_hardness	1394	paráfrase			Existe um subconjunto de atividades cujo rótulo inicia com 'permissão'. Informe quantos casos iniciaram com uma dessas atividades.	There is a subset of activities whose label starts with 'permit'. Report how many cases started with one of these activities.	Valor														
170	no_hardness	1395	paráfrase			Dado um rol de atividades cujo nome inicia com 'permissão', recupere quantos casos iniciaram com uma dessas atividades.	Given a list of activities whose name starts with 'permit', retrieve how many cases started with one of these activities.	Valor														
170	no_hardness	1396	paráfrase			Qual é a quantidade de casos cujo primeiro evento está associado a uma atividade com nome iniciando com 'permissão'?	What is the number of cases whose first event is associated with an activity with a name starting with 'permit'?	Valor														
170	no_hardness	1397	paráfrase			Informe a quantidade de casos nos quais o primeiro evento está associado a uma atividade cujo rótulo inicia com a palavra 'permissão'.	Report the number of cases in which the first event is associated with an activity whose label begins with the word 'permit'.	Valor														
170	no_hardness	1398	paráfrase			Quantas instâncias de processo tem como primeira atividade aquelas cujo nome iniciam com a palavra 'permissão'?	How many process instances have as their first activity those whose names begin with the word 'permit'?	Valor														
170	no_hardness	1399	paráfrase			Qual é o número de instâncias de processo que iniciaram com uma atividade cujo nome inicia com a palavra 'permissão'?	What is the number of process instances that started with an activity whose name starts with the word 'permit'?	Valor														
170	no_hardness	1400	paráfrase	(fazer inglês)	 	Recupere a quantidade de vezes em que o processamento de uma declaração de viagem iniciou com uma atividade associação a uma permissão.	Retrieve the number of times processing of a travel declaration started with an activity associated with a permit.	Domínio			 											
170	no_hardness	1401	paráfrase			Quantas declarações de viagem possuem um ação de permissão associada ao início do seu processamento?	How many travel declarations have a permit action associated with the start of their processing?	Domínio														
																						
171	hard	1402	base	 	 	Quais os casos que ainda não passaram pelas atividades 'requisição de pagamento' ou 'pagamento efetuado'?	Which cases have not yet gone through the 'request payment' or 'payment handled' activities?	Valor		SELECT DISTINCT idcase FROM events_log WHERE idcase NOT IN (SELECT idcase FROM events_log WHERE activity = 'Request payment' OR activity = 'Payment handled')	SELECT DISTINCT idcase FROM events_log WHERE idcase NOT IN (SELECT idcase FROM events_log WHERE activity = 'Requisição de pagamento' OR activity = 'Pagamento efetuado')	ok	S	casos	casos	atividade	perspectiva de fluxo de controle	3	which	S	N	
171	hard	1403	paráfrase			Quais as instâncias de processo que ainda não passaram pelas atividades 'requisição de pagamento' ou 'pagamento efetuado'?	Which process instances have not yet gone through the 'request payment' or 'payment handled' activities?	Valor														
171	hard	1404	paráfrase			Recupere os casos que ainda não passaram pelas atividades 'requisição de pagamento' ou 'pagamento efetuado'?	Recover cases that have not yet gone through the 'request payment' or 'payment handled' activities.	Valor														
171	hard	1405	paráfrase			Recupere as instâncias de processo que ainda não passaram pelas atividades 'requisição de pagamento' ou 'pagamento efetuado'	Retrieve process instances that have not yet gone through the 'request payment' or 'payment handled' activities	Valor														
171	hard	1406	paráfrase			Quais os casos para os quais não há, ainda, registro de ocorrência das atividades 'requisição de pagamento' ou 'pagamento efetuado'?	What are the cases for which there is still no record of the occurrence of 'request payment' or 'payment handled' activities?	Valor														
171	hard	1407	paráfrase			Quais as instâncias de processo para as quais não há, ainda, registro de ocorrência das atividades 'requisição de pagamento' ou 'pagamento efetuado'?	What are the process instances for which there is still no record of the occurrence of 'request payment' or 'payment handled' activities?	Valor														
171	hard	1408	paráfrase			Informe para quais casos não há registro de eventos associados às atividades 'requisição de pagamento' ou 'pagamento efetuado'.	Report which cases there is no record of events associated with the 'request payment' or 'payment handled' activities.	Valor														
171	hard	1409	paráfrase			Informe para quais instâncias de processosnão há registro de eventos associados às atividades 'requisição de pagamento' ou 'pagamento efetuado'.	Report for which process instances there is no record of events associated with the 'request payment' or 'payment handled' activities.	Valor														
171	hard	1410	paráfrase			Em quais casos ainda não se observa a ocorrência das atividades 'requisição de pagamento' ou 'pagamento efetuado'?	In which cases are 'request payment' or 'payment handled' activities still not observed?	Valor														
171	hard	1411	paráfrase			Em quais instâncias de processo ainda não se observa a ocorrência das atividades 'requisição de pagamento' ou 'pagamento efetuado'?	In which process instances have 'request payment' or 'payment handled' activities not yet been observed?	Valor														
171	hard	1412	paráfrase	(fazer inglês)	 	Em quantas declarações ainda não existe o registro de pagamento efetuado ou de requisição de pagamento?	In how many declarations is there still no record of payment made or payment request?	Domínio														
171	hard	1413	paráfrase			Quais são as declarações que ainda estão pendentes em relação a registros de requisição de pagamento e pagamento efetuados?	What declarations are still pending in relation to payment request and payment made records?	Domínio														
																						
172	hard	1414	base			Quais são os dados registrados sobre as ocorrências das atividades 'início da viagem' e 'declaração requisitada pelo funcionário'. Forneça a resposta ordenada por data e por recurso.	What data is recorded about the occurrences of 'start trip' and 'declaration submitted by employee' activities? Provide the answer sorted by date and by resource.	Valor		SELECT * FROM events_log WHERE activity = 'Start trip' OR activity = 'Declaration submitted by employee' ORDER BY timestamp, resource	SELECT * FROM events_log WHERE activity = 'Início da viagem' OR activity = 'Declaração requisitada pelo funcionário' ORDER BY timestamp, resource	ok	S	eventos	eventos	atividade	perspectiva de fluxo de controle	2	which	S	N	
